occupation_group,month,occupation_label,ai_exposure,automation_prone,augmentation_prone,employment_share,source_note,post_chatgpt,high_exposure,treated,base_employment,employment_rate,log_wage
arts_media,2023-01-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.623184212800081,10.698620703357221
healthcare_practitioners,2023-01-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6900265823510836,10.795479696847389
healthcare_support,2023-01-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.654441034851704,10.70401858444338
protective_service,2023-01-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6687843026468928,10.747438609158703
food_prep,2023-01-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6486583887031032,10.824291069665188
building_grounds,2023-01-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.5971176945901767,10.72012645212446
personal_care,2023-01-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6694273087624372,10.768513250575152
sales,2023-01-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.5917795821715891,10.701853033326048
office_admin,2023-01-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5976519830838646,10.739374042800716
farming,2023-01-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6769823904889116,10.806960361951159
construction,2023-01-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6684699785245176,10.669199634413166
installation,2023-01-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6854524769506072,10.774136917078371
production,2023-01-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6449923614203741,10.71907141396422
transportation,2023-01-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6401462871659753,10.724468548908632
management,2023-02-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6283518921528903,10.825109589775805
business_financial,2023-02-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6302285489021671,10.761140076969635
computer_math,2023-02-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6714749800886776,10.869033397147312
architecture_engineering,2023-02-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6534723917999133,10.85148896296852
life_physical_social,2023-02-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6741298252879461,10.74575816545239
community_social,2023-02-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6885102751267573,10.779191495830649
legal,2023-02-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6201133015986842,10.757885239859009
education,2023-02-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6476400352944965,10.757884329708043
arts_media,2023-02-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6066018397238648,10.751318419125747
healthcare_practitioners,2023-02-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.708741528726768,10.722562718217029
healthcare_support,2023-02-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6744324405761853,10.765420885719067
protective_service,2023-02-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6703981460558381,10.726379530585922
food_prep,2023-02-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6714877871730003,10.767543773897678
building_grounds,2023-02-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6421755818532774,10.745403124240976
personal_care,2023-02-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6691682383144022,10.803220105848185
sales,2023-02-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6445625425198687,10.790480065366111
office_admin,2023-02-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5843196713503749,10.760662076414311
farming,2023-02-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.672668784501616,10.808654090772709
construction,2023-02-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6540110486941527,10.791057307353851
installation,2023-02-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6285175753959183,10.75342699753869
production,2023-02-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6091819113684316,10.793329901524631
transportation,2023-02-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.63114675294657685,10.890703750245613
management,2023-03-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6492492897979325,10.773491314695876
business_financial,2023-03-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.64603925936459206,10.714599707700309
computer_math,2023-03-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.632909057081772,10.775996481111862
architecture_engineering,2023-03-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6359480078657685,10.828707952204578
life_physical_social,2023-03-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6560648305217525,10.739153280541771
community_social,2023-03-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.635654471513793,10.71699104960071
legal,2023-03-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6100708162304399,10.80882005902529
education,2023-03-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6870724892459963,10.829784201649616
arts_media,2023-03-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6374666717641576,10.724190566509854
healthcare_practitioners,2023-03-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6579394234808316,10.771824146168324
healthcare_support,2023-03-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6642857132963735,10.708607898629694
protective_service,2023-03-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.686741687076088,10.767056062740405
food_prep,2023-03-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.67285517445172,10.743149287872386
building_grounds,2023-03-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6545681702269541,10.710587977191384
personal_care,2023-03-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6728449624785885,10.635502838025486
sales,2023-03-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6380122690467084,10.722434526654727
office_admin,2023-03-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6070044621375456,10.754165684631484
farming,2023-03-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6609636138099199,10.73244582345284
construction,2023-03-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6559498546938598,10.750704747836078
installation,2023-03-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.658995331187381,10.770221427395306
production,2023-03-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.5990559575979528,10.759003335982204
transportation,2023-03-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6260733666638475,10.748780804731563
management,2023-04-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.666072531778618,10.715510508599296
business_financial,2023-04-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.628695987589917,10.809926499196415
computer_math,2023-04-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6614044284552106,10.814547882910533
architecture_engineering,2023-04-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6264421704547596,10.814083219786356
life_physical_social,2023-04-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6377077877438325,10.661268122450107
community_social,2023-04-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6834458361399768,10.695329815860106
legal,2023-04-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6703717290809751,10.809956033382118
education,2023-04-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6538016505644426,10.70350082583945
arts_media,2023-04-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6356385837114648,10.763204110746813
healthcare_practitioners,2023-04-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6710555725505961,10.820365042715212
healthcare_support,2023-04-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6949640434579227,10.824052965760368
protective_service,2023-04-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6442208320340453,10.789407162657506
food_prep,2023-04-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6075612004790362,10.684387238288393
building_grounds,2023-04-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6326684199803472,10.719050727046673
personal_care,2023-04-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6892989023601966,10.729780867147632
sales,2023-04-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6406950652572234,10.693715821964716
office_admin,2023-04-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6122809331379531,10.690453369616115
farming,2023-04-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6651371185793574,10.781407216949281
construction,2023-04-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6524047711208365,10.667211284725882
installation,2023-04-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.637772737106226,10.70060579147949
production,2023-04-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6169106206766218,10.770728571985433
transportation,2023-04-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6407548493482021,10.763163880540574
management,2023-05-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6282941734364031,10.752453525496604
business_financial,2023-05-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6457639622993835,10.789801714828103
computer_math,2023-05-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6779121963470961,10.780355153986575
architecture_engineering,2023-05-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6447215172463429,10.744922338380393
life_physical_social,2023-05-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6599763883062374,10.727603681629331
community_social,2023-05-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6545819619806426,10.801058112613292
legal,2023-05-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6180401826108839,10.752086533286155
education,2023-05-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6622596185902069,10.774984388865917
arts_media,2023-05-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6410932722837589,10.765205141629655
healthcare_practitioners,2023-05-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6815473099852344,10.802994186174944
healthcare_support,2023-05-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6646460432025342,10.732839731182363
protective_service,2023-05-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6684941263127366,10.808997629866623
food_prep,2023-05-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.683619998007752,10.766829445354809
building_grounds,2023-05-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6307222404924201,10.702217063846597
personal_care,2023-05-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6796562382765728,10.835789774853634
sales,2023-05-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.633971816335148,10.75645874868637
office_admin,2023-05-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.559934270519333,10.734091920000518
farming,2023-05-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6755997301835045,10.705469033131385
construction,2023-05-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6406977765214067,10.7453859309154
installation,2023-05-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6637387562277239,10.774930400790938
production,2023-05-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6347730921442368,10.702774343377557
transportation,2023-05-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6422431190670578,10.749768024695738
management,2023-06-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6353716537971346,10.792617593959339
business_financial,2023-06-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6154981566241204,10.723840741820883
computer_math,2023-06-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6207521250352813,10.803225885126466
architecture_engineering,2023-06-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6472969641167892,10.750062112053328
life_physical_social,2023-06-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6428501965607104,10.804843102790759
community_social,2023-06-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6717322784294399,10.756104892658314
legal,2023-06-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.5981733716368475,10.796206833350011
education,2023-06-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6268656043026956,10.76359893582085
arts_media,2023-06-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6616931468283754,10.76914588326942
healthcare_practitioners,2023-06-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6738434146521934,10.847732067919708
healthcare_support,2023-06-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6243681159182439,10.687303275478934
protective_service,2023-06-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.7101884769043062,10.866523822131832
food_prep,2023-06-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6803840714848407,10.725925135080841
building_grounds,2023-06-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.647510947761167,10.672147168277776
personal_care,2023-06-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6879604473124853,10.764953901428672
sales,2023-06-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6489835462562982,10.826627652612705
office_admin,2023-06-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6018722203583591,10.737366327826726
farming,2023-06-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.659155876231791,10.706168325867676
construction,2023-06-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6615754818731074,10.657883045956005
installation,2023-06-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6477525417299319,10.718314753233576
production,2023-06-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.5986202046175967,10.733063565902224
transportation,2023-06-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6354621621301157,10.7601211610814
management,2023-07-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6358319177109503,10.665276544435018
business_financial,2023-07-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6223696115250273,10.68900515974722
computer_math,2023-07-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6891876973566203,10.853921154725592
architecture_engineering,2023-07-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6575246671771106,10.952161350918745
life_physical_social,2023-07-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6700004227488677,10.733186899015454
community_social,2023-07-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6839754809585864,10.780906272836464
legal,2023-07-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6228973352675895,10.683811768416831
education,2023-07-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6706170196879461,10.859262093043885
arts_media,2023-07-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6317182256473791,10.790028514103446
healthcare_practitioners,2023-07-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.7194230929105634,10.839307868645948
healthcare_support,2023-07-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.66218589515598,10.82845975604516
protective_service,2023-07-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6667665053035289,10.715844074537552
food_prep,2023-07-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6455197598454647,10.715220987805843
building_grounds,2023-07-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6466385360248148,10.71815823775718
personal_care,2023-07-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6649867267748854,10.763705186847378
sales,2023-07-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6636723849941674,10.664626565594983
office_admin,2023-07-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6057469231102959,10.780838296548497
farming,2023-07-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.687242443652885,10.705702841854144
construction,2023-07-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6112278621869764,10.744154838398023
installation,2023-07-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6551340043759429,10.824544864067626
production,2023-07-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6189279822574225,10.755399512371428
transportation,2023-07-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6053541187648241,10.780940834659264
management,2023-08-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6206351535446584,10.859650025210156
business_financial,2023-08-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6204354602334773,10.752324616968238
computer_math,2023-08-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6393718792396331,10.867830648793088
architecture_engineering,2023-08-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6821708280477867,10.845307362823213
life_physical_social,2023-08-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6504161602244205,10.672276857555325
community_social,2023-08-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6743093036412102,10.78384213555718
legal,2023-08-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.5904744813807478,10.783786474973256
education,2023-08-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6382093603936325,10.76860886251856
arts_media,2023-08-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6648093876355252,10.724672797399128
healthcare_practitioners,2023-08-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6843432390735679,10.781357529295239
healthcare_support,2023-08-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.652790858704307,10.669264964007917
protective_service,2023-08-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.653261578481655,10.743990910547524
food_prep,2023-08-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6723773220454762,10.782536805407828
building_grounds,2023-08-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6752212389819071,10.742022922589165
personal_care,2023-08-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.716833779678703,10.6002411290047
sales,2023-08-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6721206158093946,10.720263399472781
office_admin,2023-08-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5905143027824408,10.83201046539044
farming,2023-08-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6746438875361632,10.718537701122859
construction,2023-08-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6744583700065268,10.820249314610244
installation,2023-08-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.678436682596528,10.72161356951408
production,2023-08-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.5816718260362811,10.775195383096662
transportation,2023-08-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6470782894238222,10.751632874797485
management,2023-09-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6464737822711191,10.772301554455911
business_financial,2023-09-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6422454259072433,10.868560967973112
computer_math,2023-09-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6766251002930423,10.806294548787607
architecture_engineering,2023-09-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6389723452468994,10.651689099199368
life_physical_social,2023-09-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6588427566448072,10.75131538631976
community_social,2023-09-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6525445643903284,10.720213725883651
legal,2023-09-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6111595797034872,10.766617766681874
education,2023-09-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6955170312437796,10.748168176190939
arts_media,2023-09-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.650049937880118,10.72798878126899
healthcare_practitioners,2023-09-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6895888877901108,10.623932578626853
healthcare_support,2023-09-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6659832384187326,10.798920361730968
